-0.21535,0.17458,-0.20741
0.40902,-0.14045,-0.92352
-0.3161,0.33332,-0.38455
-0.2341,0.7477,-0.54742
-0.15622,-0.23114,-1.2156
-0.27834,0.59158,-0.58282
-0.43172,-0.81541,-1.0265
0.33559,-0.59689,-1.2557
-0.22176,0.74382,-0.18244
-0.23747,-1.0089,-1.2101
0.060554,0.073897,-1.1485
-0.314,0.32674,-0.20814
-0.33112,-0.40587,-0.78608
0.062571,-0.79747,-1.2616
0.26466,-0.38845,-0.76
-0.078566,0.93265,-0.16836
-0.32945,-0.29564,-1.1538
0.10225,0.95623,-0.17876
-0.16194,-0.45579,-0.64113
0.34712,-0.1918,-1.1876
0.29136,0.33882,-0.22161
-0.35469,-0.14414,-0.94264
-0.34004,0.29166,-0.74418
0.33123,0.58767,-0.52238
0.29311,-0.37142,-1.2473
-0.33062,0.12825,-0.70292
0.20054,-0.070689,-1.1755
0.11052,-0.26618,-1.2272
0.3452,0.45176,-0.34887
-0.28936,0.61236,-0.41471
-0.33921,0.40137,-0.92485
0.14407,-0.19239,-0.51152
0.131,-0.66382,-1.2692
0.013698,-0.58912,-1.2697
-0.07762,-0.78182,-1.2617
-0.094149,-0.61879,-1.2697
-0.11276,0.93164,-0.37455
0.39083,0.20153,-0.998
-0.19384,-0.91147,-0.86394
-0.073682,0.94811,-0.26144
-0.143,0.85796,-0.19119
0.31542,0.68519,-0.1922
0.28163,-0.096801,-0.59152
-0.42092,-0.64593,-1.0618
0.086701,1.0085,-0.49364
-0.078444,-0.41636,-1.2574
0.25734,0.80089,-0.32131
-0.093963,0.10068,-0.2069
-0.018533,-0.22048,-0.47134
-0.37926,-0.67897,-0.88388
-0.046385,0.99781,-0.48136
-0.29941,0.36825,-0.59268
-0.17737,-0.032314,-0.43512
0.063297,-0.99087,-1.223
-0.069617,0.0034691,-0.32564
0.33546,0.40865,-0.72236
0.21737,-0.26824,-0.63126
0.3448,-0.20747,-0.76168
0.19445,-0.040233,-0.45003
0.18639,0.13301,-0.29569
-0.29079,0.2153,-0.51215
-0.28273,-0.099665,-0.60083
-0.36697,-0.86772,-0.89455
0.3362,0.42009,-0.528
0.43937,-0.48476,-1.0073
-0.35058,0.20428,-0.91695
0.34678,0.51431,-0.20898
-0.27304,-0.57022,-0.75414
0.34573,0.24963,-0.55929
-0.341,0.47821,-0.20529
-0.16156,0.90939,-0.53265
0.43301,-0.45332,-1.1712
-0.40105,-0.96866,-1.097
-0.39729,-1.0237,-0.98726
0.26603,0.76975,-0.62462
0.002761,-0.52049,-0.67687
0.37501,-0.64907,-0.95668
-0.10489,-0.76982,-0.80911
-0.17656,-0.27561,-0.55307
0.1191,-0.7842,-0.86402
-0.16157,-0.13774,-0.48036
0.39574,0.058481,-0.87198
0.064109,0.10049,-0.20691
0.32505,0.078753,-0.57945
0.022656,0.97295,-0.1727
-0.31802,0.4942,-0.74572
0.2586,0.11569,-0.42467
-0.20546,0.78802,-0.40289
0.22029,0.21266,-0.22236
-0.2868,0.057162,-0.52917
0.11813,-0.39877,-0.63639
0.43797,-0.27212,-1.0794
-0.2719,-0.45713,-1.2515
0.16747,-0.8989,-1.2416
-0.25899,-0.75019,-0.80347
0.10505,0.019806,-0.33082
-0.28928,-1.0258,-0.89554
0.35468,-0.78209,-1.2322
-0.26895,0.67371,-0.29954
-0.086495,-0.94695,-1.2322
0.29662,0.76503,-0.45166
-0.24464,0.1595,-1.1056
-0.38519,-0.50559,-0.91685
-0.30409,0.46795,-0.47381
-0.27626,-0.29673,-0.66364
0.26941,-0.80686,-0.92974
0.37729,0.63297,-0.33129
-0.32501,-0.64107,-1.2431
-0.38941,-0.48103,-1.1026
0.15817,-0.53684,-0.75595
-0.010205,-0.35551,-0.55511
-0.29804,0.60802,-0.19146
-0.33705,-0.026729,-0.76463
0.32227,-0.50947,-0.87174
0.1913,0.90675,-0.47646
0.46252,-0.64778,-1.1192
-0.36663,-0.31603,-0.96609
0.22149,-0.65281,-0.85708
-0.35352,-0.92387,-1.1917
0.045466,-0.66652,-0.78356
-0.11412,-0.61655,-0.72278
0.15737,0.91109,-0.24344
-0.17714,0.81769,-0.28074
-0.0025947,-0.1141,-1.1855
-0.30517,-0.097379,-1.1176
0.035932,0.98764,-0.29688
-0.34206,0.034321,-0.9543
0.22622,0.79989,-0.1898
-0.34095,-0.20387,-0.78286
0.36156,-0.018679,-0.72795
-0.26852,0.21537,-0.31503
-0.20721,0.091585,-0.35066
-0.098151,-1.089,-1.2078
0.30235,0.27794,-0.38163
0.396,-0.33646,-0.90951
0.017672,-0.094788,-0.39287
-0.010266,-0.85876,-0.87129
0.1345,0.95654,-0.35082
0.1152,-0.45414,-1.2649
-0.15889,-0.0011548,-1.1583
-0.35108,0.47759,-0.32718
-0.3925,-0.76921,-1.1805
-0.26904,-0.82386,-1.25
0.41775,-0.77902,-1.0174
0.11598,-1.4298,-1.0842
0.20836,-1.3507,-1.0963
0.13309,-1.3876,-1.0176
0.19026,-1.3547,-1.0178
0.17225,-1.39,-1.1249
0.21569,-1.2889,-1.0592
0.19914,-1.2518,-1.0008
0.26799,-1.2225,-1.0127
0.28637,-1.2932,-1.0764
-0.40253,-1.2211,-1.0214
-0.40565,-1.1304,-1.056
-0.41414,-1.2765,-1.0961
-0.4123,-1.2006,-1.1168
-0.34514,-1.4619,-1.0332
-0.39687,-1.3721,-1.0608
-0.34512,-1.3859,-0.99087
-0.3778,-1.3165,-1.0051
-0.27464,-1.3912,-0.96553
-0.30671,-1.3116,-0.98379
0.02079,-1.3955,-0.96763
0.061307,-1.3534,-0.98933
0.058852,-1.4341,-1.0205
-0.33345,-1.2807,-1.1901
-0.35684,-1.3964,-1.1405
-0.26866,-1.3265,-1.1883
-0.3931,-1.3101,-1.1486
-0.27181,-1.4178,-1.1492
-0.15565,0.97516,-1.1267
-0.035457,1.0774,-1.1043
-0.084574,1.1429,-0.95831
-0.22645,1.045,-0.96713
-0.12644,-1.4422,-1.0012
-0.25357,-1.4973,-1.0115
-0.21247,-1.4594,-0.95914
-0.15264,-1.4703,-1.0592
-0.23596,-1.4785,-1.0933
-0.17827,-1.4036,-0.97683
0.11311,1.1547,-0.96808
0.11437,1.0248,-1.1199
0.26838,1.005,-1.065
0.23261,1.0659,-0.88668
-0.163,-1.198,-1.2049
-0.2079,-1.2621,-1.1997
-0.26447,-1.2007,-1.2063
-0.2169,-1.1312,-1.2067
-0.23974,-1.3025,-0.95969
-0.20559,-1.2335,-0.93971
-0.13525,-1.2381,-0.97475
0.46183,-0.98796,-1.104
0.4118,-1.0512,-1.0481
0.40705,-1.1339,-1.1289
0.44511,-1.0698,-1.1106
0.41995,-1.0548,-1.1803
0.15937,-1.0498,-0.95798
0.21232,-1.0872,-0.98879
0.1316,-1.1278,-0.94821
0.19251,-1.1586,-0.98678
0.29463,-0.97688,-0.97415
0.21409,-0.98492,-0.97098
0.27532,-1.0362,-0.97198
0.25897,-0.92332,-0.95273
0.32546,-0.89559,-0.99419
0.35573,-0.97592,-1.0314
0.42804,-0.93003,-1.0341
0.38016,-0.87271,-1.0214
0.037016,-1.4258,-1.1027
-0.080029,-1.4719,-1.0644
-0.0047289,-1.4784,-1.0673
-0.034379,-1.4076,-1.1381
0.29248,-1.1624,-0.99399
0.29524,-1.0936,-0.98418
0.33973,-1.0672,-1.0356
0.34362,-1.1477,-1.0548
-0.18743,-1.3501,-1.1775
-0.15294,-1.412,-1.1325
-0.13728,-1.3068,-1.1831
-0.083201,-1.3586,-1.1565
0.45201,-0.83871,-1.0959
