0.44324,-0.88905,-1.1733
0.45926,-0.90864,-1.0984
0.44177,-0.80131,-1.1475
-0.24875,0.8326,-1.1067
-0.28096,0.9138,-0.96358
-0.2993,0.74549,-1.0208
-0.28424,0.80815,-0.91026
0.07083,-1.1883,-0.95425
0.11987,-1.3019,-0.96453
0.1432,-1.2314,-0.95082
0.048527,-1.2709,-0.96379
-0.10278,-1.3706,-0.96962
-0.081595,-1.2773,-0.94989
-0.0076638,-1.2884,-0.93554
-0.035329,-1.3543,-0.94125
-0.27542,-1.1838,-0.92104
-0.36776,-1.1619,-0.96384
-0.32022,-1.1252,-0.92719
-0.32649,-1.2479,-0.95281
-0.1946,-1.0647,-0.92403
-0.1471,-1.1489,-0.96048
-0.13977,-1.0753,-0.95699
-0.21536,-1.1416,-0.92906
0.3679,-1.0267,-1.2037
0.29781,-0.97922,-1.2135
0.39803,-0.94074,-1.2055
0.31328,-0.90955,-1.2217
0.29672,-1.1908,-1.1848
0.34409,-1.1891,-1.105
0.34589,-1.138,-1.1681
0.3198,-1.266,-1.1384
0.22895,-1.2377,-1.184
0.14828,-1.2565,-1.1833
0.18159,-1.1864,-1.1927
0.21163,-1.3003,-1.1521
0.0018681,-1.3334,-1.1673
0.11482,-1.3413,-1.1636
0.058441,-1.3688,-1.1389
0.064124,-1.2733,-1.1798
-0.38911,-1.1036,-1.1328
-0.31376,-1.131,-1.1977
-0.34186,-1.0628,-1.1762
-0.36554,-1.1884,-1.184
-0.056841,-1.1114,-0.93734
-0.089175,-1.1854,-0.94994
0.018325,-1.1363,-0.94389
-0.015811,-1.2004,-0.9279
0.06002,-1.0918,-0.96241
0.085763,-1.028,-0.94302
0.038668,-0.97383,-0.92302
0.0081361,-1.0437,-0.94163
0.010511,1.0926,-0.68025
0.062217,1.0598,-0.61414
0.067098,1.1364,-0.8007
0.14218,1.0804,-0.71868
-0.32286,0.58012,-0.87507
-0.3054,0.56167,-1.0107
-0.30938,0.67018,-0.93321
-0.0024887,-1.2169,-1.1927
-0.10263,-1.2332,-1.1966
-0.048744,-1.2788,-1.1843
-0.058711,-1.192,-1.1995
0.25555,0.77757,-1.1215
0.16387,0.83816,-1.1371
0.09118,0.69105,-1.1398
-0.0075951,0.79882,-1.1407
0.064311,-1.1007,-1.2038
0.010808,-1.1249,-1.2034
0.072029,-1.1915,-1.1944
0.12503,-1.1314,-1.1995
0.092908,-0.92715,-0.91098
0.14084,-0.87514,-0.90185
0.18618,-0.90222,-0.92339
0.14473,-0.97447,-0.93468
0.21558,-1.1213,-1.1986
0.18107,-1.035,-1.209
0.29463,-1.0834,-1.1961
0.24571,-1.0398,-1.2056
-0.11516,0.74311,-1.1401
-0.19716,0.55646,-1.1117
-0.21724,0.67089,-1.1198
-0.06677,0.60669,-1.1379
-0.12343,-0.97797,-0.91442
-0.049368,-0.96057,-0.91533
-0.074498,-1.0348,-0.94337
0.0797,0.40608,-1.1331
-0.09273,0.46214,-1.1289
0.01786,0.51694,-1.1357
-0.036727,0.37716,-1.1306
0.32909,0.68134,-1.0338
0.33961,0.55645,-1.017
0.34155,0.59715,-0.90965
0.24358,0.61901,-1.1221
0.24899,0.48473,-1.1152
0.12868,0.5561,-1.1346
-0.073645,1.1214,-0.81871
-0.072866,1.074,-0.69429
-0.11691,1.02,-0.6414
-0.17399,1.0416,-0.78711
0.31179,0.84654,-0.81907
0.31679,0.92192,-0.92697
0.33727,0.74431,-0.87225
0.32825,0.81229,-1.0211
0.16741,0.29728,-1.1331
0.30295,0.29825,-1.1076
0.2649,0.39127,-1.1125
-0.28165,0.71323,-0.81088
-0.25367,0.73721,-0.68876
-0.28183,0.63705,-0.72942
0.043871,0.20657,-1.1387
-0.10037,0.21849,-1.1307
-0.020384,0.28142,-1.1325
0.39315,0.050483,-1.0711
0.38295,-0.060687,-1.1247
0.411,-0.020624,-1.0136
0.35833,0.40443,-1.0177
0.36322,0.33841,-0.90251
0.34638,0.45338,-0.89831
-0.23773,0.9344,-0.80896
-0.19773,0.91872,-0.67244
-0.24045,0.8345,-0.72657
0.36917,0.24527,-0.70194
0.37498,0.14574,-0.7396
0.37206,0.25217,-0.81597
0.32449,0.55409,-0.78556
0.30841,0.61859,-0.67866
0.31686,0.68152,-0.77493
0.2974,0.06752,-1.1447
0.32004,0.16566,-1.1213
0.21241,0.13499,-1.1433
0.20402,0.9361,-0.60771
0.25263,0.92969,-0.73725
0.18367,1.0099,-0.66569
-0.17101,0.3586,-1.1114
-0.27622,0.3207,-1.0597
-0.24991,0.4454,-1.0783
-0.067138,-1.4561,-0.98405
-0.0014271,-1.4709,-0.99169
-0.034053,-1.4254,-0.97539
-0.17403,-1.3313,-0.97923
-0.17393,-1.3663,-0.98619
-0.15477,-1.2965,-0.97197
