-0.19023,-0.65547,-0.74986
0.28739,0.32973,-0.22212
0.34788,-0.052265,-0.69501
-0.093665,-0.057705,-1.1729
0.24507,-0.26256,-0.65787
0.4255,-0.70478,-1.0142
-0.29092,0.61067,-0.40843
-0.062404,0.092317,-0.20691
-0.17422,0.8261,-0.30179
0.075435,-0.49853,-0.68681
-0.32858,-0.43774,-1.2132
0.23329,-0.61818,-0.85012
0.34044,0.44097,-0.86526
0.17801,0.95991,-0.55947
-0.25073,-0.32371,-0.64219
-0.3348,-0.16806,-0.74738
-0.23835,0.20076,-0.20748
-0.21392,0.78082,-0.46235
-0.20353,0.77091,-0.18288
0.2423,0.82049,-0.35176
-0.30047,0.65363,-0.8445
0.39875,-0.56256,-1.2268
0.3884,0.20415,-1.0184
-0.40412,-0.53421,-0.99213
0.15909,0.91065,-0.25221
-0.084529,-0.29993,-1.2329
-0.29181,-0.082029,-0.60797
-0.23391,0.86179,-0.72775
0.13423,0.13363,-0.21062
-0.31324,0.30777,-0.34172
0.022971,0.99912,-0.4052
-0.35085,0.48296,-0.32151
-0.22685,0.050182,-0.43345
0.23512,0.19044,-0.30305
-0.15784,-0.094029,-0.45465
-0.33705,0.39268,-0.20662
-0.30576,0.46516,-0.67791
0.087286,0.96387,-0.17813
0.33085,0.40133,-0.35951
0.35392,0.55372,-0.44226
0.37304,0.2214,-0.75819
-0.077214,0.17003,-1.136
-0.28912,0.24608,-0.49436
-0.07674,0.94595,-0.26262
-0.0055961,0.39938,-1.1326
0.27766,0.41933,-1.1057
-0.3183,0.091912,-0.58743
-0.30221,0.063279,-1.0715
-0.070637,0.93885,-0.16772
-0.25838,0.69269,-0.3069
-0.30348,0.44433,-0.48137
0.13739,-0.11705,-1.1865
-0.34841,0.39493,-0.87974
-0.15932,-0.75653,-1.2625
0.030644,0.98246,-0.25541
0.39874,-0.46337,-0.94439
0.094934,-0.7022,-1.2685
0.33479,0.11758,-0.58052
-0.10776,0.93726,-0.3809
0.31844,0.67869,-0.19189
0.21531,-0.11375,-0.52364
0.43809,-0.27887,-1.0868
-0.15081,0.92552,-0.53042
-0.34384,0.10448,-0.82886
0.24211,-0.42128,-0.75772
0.0023542,-0.70288,-0.7928
0.30918,0.23761,-0.44858
-0.091562,-0.44479,-0.61423
-0.283,0.28959,-1.0557
-0.35026,-0.089755,-0.92431
0.036839,-0.10654,-0.40237
0.28217,0.76047,-0.51696
-0.26551,0.64853,-0.58823
-0.22013,0.12991,-0.31842
0.38214,-0.23197,-0.85358
0.25102,-0.33805,-1.2441
-0.36211,-0.32032,-0.91145
0.36178,0.68548,-0.33689
-0.26341,0.67663,-0.18861
0.22043,0.03938,-0.4208
-0.11873,-0.24106,-0.50417
0.40226,0.0040969,-0.89587
-0.020111,1.0542,-0.61008
0.30746,0.6215,-0.67467
-0.30759,-0.49578,-0.76944
-0.23326,0.56078,-1.098
0.18041,0.15028,-1.1422
0.093687,0.048403,-0.29882
-0.32316,0.25929,-0.69417
